yyyymm	yyyymm2	av	hi
1999/9/11	1999/9/20	26	33.1
1999/9/21	1999/9/30	25.3	31.7
1999/10/1	1999/10/10	21.5	30.2
1999/10/11	1999/10/20	19.4	29.8
1999/10/21	1999/10/31	16.8	24.2
1999/11/1	1999/11/10	14.7	22
1999/11/11	1999/11/20	12.9	22
1999/11/21	1999/11/30	10.7	19
1999/12/1	1999/12/10	8.5	16.6
1999/12/11	1999/12/20	6.7	13.6
1999/12/21	1999/12/31	5.4	14.8
2000/1/1	2000/1/10	7.7	15.7
2000/1/11	2000/1/20	7.6	13.8
2000/1/21	2000/1/31	3.5	12.5
2000/2/1	2000/2/10	3.9	11.8
2000/2/11	2000/2/20	4	13.5
2000/2/21	2000/2/29	2.6	9.5
2000/3/1	2000/3/10	6.3	17
2000/3/11	2000/3/20	7.5	16.2
2000/3/21	2000/3/31	8.8	16.7
2000/4/1	2000/4/10	12.9	20.8
2000/4/11	2000/4/20	13.8	23.4
2000/4/21	2000/4/30	14.8	22.8
2000/5/1	2000/5/10	18.6	30.4
2000/5/11	2000/5/20	19.2	26.6
2000/5/21	2000/5/31	21.6	30.1
2000/6/1	2000/6/10	22	30.8
2000/6/11	2000/6/20	22	32.2
2000/6/21	2000/6/30	23.9	30.8
2000/7/1	2000/7/10	27.4	35.5
2000/7/11	2000/7/20	28.7	36.9
2000/7/21	2000/7/31	27.8	37.7
2000/8/1	2000/8/10	28.3	35.6
2000/8/11	2000/8/20	29.2	37.9
2000/8/21	2000/8/31	29	37.9
2000/9/1	2000/9/10	27.2	34.9
2000/9/11	2000/9/20	25.5	33
2000/9/21	2000/9/30	21.9	30.7
2000/10/1	2000/10/10	21.2	29.3
2000/10/11	2000/10/20	18.9	27.9
2000/10/21	2000/10/31	16.7	25
2000/11/1	2000/11/10	16.8	24.9
2000/11/11	2000/11/20	13.1	20.5
2000/11/21	2000/11/30	11.4	20.4
2000/12/1	2000/12/10	8.5	16.7
2000/12/11	2000/12/20	7.3	15.4
2000/12/21	2000/12/31	5.3	13.7
2001/1/1	2001/1/10	4.2	13.5
2001/1/11	2001/1/20	2.2	11.2
2001/1/21	2001/1/31	4.4	10.5
2001/2/1	2001/2/10	4.7	12.7
2001/2/11	2001/2/20	4.8	14.9
2001/2/21	2001/2/28	7.4	19.4
2001/3/1	2001/3/10	5.7	13.7
2001/3/11	2001/3/20	8.1	20.4
2001/3/21	2001/3/31	11.4	21.4
2001/4/1	2001/4/10	13.4	25.9
2001/4/11	2001/4/20	16.2	27.3
2001/4/21	2001/4/30	14.8	23.8
2001/5/1	2001/5/10	17.9	28.8
2001/5/11	2001/5/20	20.8	31.6
2001/5/21	2001/5/31	20.9	29.1
2001/6/1	2001/6/10	22.2	31.1
2001/6/11	2001/6/20	22.4	29.9
2001/6/21	2001/6/30	25.4	34.2
2001/7/1	2001/7/10	27.7	37.5
2001/7/11	2001/7/20	28.3	36.6
2001/7/21	2001/7/31	29.3	38.1
2001/8/1	2001/8/10	28.7	39.3
2001/8/11	2001/8/20	27.6	34.6
2001/8/21	2001/8/31	26.2	33.4
2001/9/1	2001/9/10	24.7	33.8
2001/9/11	2001/9/20	25.5	31.6
2001/9/21	2001/9/30	20.8	28.4
2001/10/1	2001/10/10	20.6	26.9
2001/10/11	2001/10/20	17.8	25.8
2001/10/21	2001/10/31	16.9	25
2001/11/1	2001/11/10	13.7	22
2001/11/11	2001/11/20	10.9	18.4
2001/11/21	2001/11/30	10.2	18.8
2001/12/1	2001/12/10	9.2	15.7
2001/12/11	2001/12/20	6.1	12.9
2001/12/21	2001/12/31	5	10.8
2002/1/1	2002/1/10	2.7	9.7
2002/1/11	2002/1/20	7.2	14.9
2002/1/21	2002/1/31	4.9	13.7
2002/2/1	2002/2/10	6	14.4
2002/2/11	2002/2/20	3.9	12.3
2002/2/21	2002/2/28	9.1	16
2002/3/1	2002/3/10	8.2	18.2
2002/3/11	2002/3/20	11.7	20.5
2002/3/21	2002/3/31	11.4	22
2002/4/1	2002/4/10	15.6	26.5
2002/4/11	2002/4/20	15.1	25.4
2002/4/21	2002/4/30	16.7	25.2
2002/5/1	2002/5/10	18	27.3
2002/5/11	2002/5/20	18.2	27.6
2002/5/21	2002/5/31	20.6	28.4
2002/6/1	2002/6/10	24.1	33.5
2002/6/11	2002/6/20	23.4	31.1
2002/6/21	2002/6/30	20.9	29.9
2002/7/1	2002/7/10	26.7	34
2002/7/11	2002/7/20	26.7	33.7
2002/7/21	2002/7/31	29.7	36.8
2002/8/1	2002/8/10	30	38.2
2002/8/11	2002/8/20	28.7	36.9
2002/8/21	2002/8/31	27.1	36.1
2002/9/1	2002/9/10	27	35.1
2002/9/11	2002/9/20	24	33.2
2002/9/21	2002/9/30	21.2	30
2002/10/1	2002/10/10	20.6	28.9
2002/10/11	2002/10/20	19.7	27.5
2002/10/21	2002/10/31	14.2	22.2
2002/11/1	2002/11/10	9.3	16.9
2002/11/11	2002/11/20	9.4	17.6
2002/11/21	2002/11/30	9.6	17.4
2002/12/1	2002/12/10	8.8	17.9
2002/12/11	2002/12/20	5.7	13.7
2002/12/21	2002/12/31	5.5	13.5
2003/1/1	2003/1/10	3.2	11.6
2003/1/11	2003/1/20	4.7	12.2
2003/1/21	2003/1/31	3.4	10.6
2003/2/1	2003/2/10	5.1	16
2003/2/11	2003/2/20	6.3	12.8
2003/2/21	2003/2/28	6.3	14
2003/3/1	2003/3/10	5.9	14.6
2003/3/11	2003/3/20	6.7	15.3
2003/3/21	2003/3/31	10.8	19.6
2003/4/1	2003/4/10	12.2	21.1
2003/4/11	2003/4/20	15.8	28.2
2003/4/21	2003/4/30	16.3	24.4
2003/5/1	2003/5/10	18.5	29
2003/5/11	2003/5/20	18.4	25.8
2003/5/21	2003/5/31	20.2	26.6
2003/6/1	2003/6/10	21.7	30.2
2003/6/11	2003/6/20	22.5	30
2003/6/21	2003/6/30	23.8	32.8
2003/7/1	2003/7/10	22.8	29.5
2003/7/11	2003/7/20	23.9	31.8
2003/7/21	2003/7/31	24.3	31.8
2003/8/1	2003/8/10	27.6	35
2003/8/11	2003/8/20	24.9	34.1
2003/8/21	2003/8/31	28.1	35.4
2003/9/1	2003/9/10	27.8	34.8
2003/9/11	2003/9/20	26.5	33.8
2003/9/21	2003/9/30	20.4	28.2
2003/10/1	2003/10/10	18	25.4
2003/10/11	2003/10/20	17.4	25
2003/10/21	2003/10/31	15.5	22.5
2003/11/1	2003/11/10	17.5	24.9
2003/11/11	2003/11/20	13.5	22.5
2003/11/21	2003/11/30	12.4	21.3
2003/12/1	2003/12/10	9.7	18.5
2003/12/11	2003/12/20	6.1	13.5
2003/12/21	2003/12/31	5.8	13.6
2004/1/1	2004/1/10	6	12.5
2004/1/11	2004/1/20	3.5	10.7
2004/1/21	2004/1/31	3.4	11.9
2004/2/1	2004/2/10	4	11
2004/2/11	2004/2/20	6.7	17.8
2004/2/21	2004/2/29	8.1	18.9
2004/3/1	2004/3/10	5.5	17.9
2004/3/11	2004/3/20	10.6	22
2004/3/21	2004/3/31	11	21.4
2004/4/1	2004/4/10	13.1	25.4
2004/4/11	2004/4/20	17.6	26.8
2004/4/21	2004/4/30	16.2	30.3
2004/5/1	2004/5/10	18.2	28.8
2004/5/11	2004/5/20	19.6	27.5
2004/5/21	2004/5/31	22	31.8
2004/6/1	2004/6/10	22.2	28.9
2004/6/11	2004/6/20	23.9	31.7
2004/6/21	2004/6/30	26.1	32.3
2004/7/1	2004/7/10	28.1	35
2004/7/11	2004/7/20	28.6	36.4
2004/7/21	2004/7/31	29.2	37.5
2004/8/1	2004/8/10	27.7	34.9
2004/8/11	2004/8/20	27.9	35.9
2004/8/21	2004/8/31	26.9	34.3
2004/9/1	2004/9/10	25.6	32.7
2004/9/11	2004/9/20	25.7	31.8
2004/9/21	2004/9/30	23.9	30.9
2004/10/1	2004/10/10	20.3	29.2
2004/10/11	2004/10/20	18.6	28.2
2004/10/21	2004/10/31	16.1	24.7
2004/11/1	2004/11/10	16.7	23.8
2004/11/11	2004/11/20	13.6	20.5
2004/11/21	2004/11/30	12.1	19.1
2004/12/1	2004/12/10	10.8	21.3
2004/12/11	2004/12/20	9.9	17.8
2004/12/21	2004/12/31	5.6	13.1
2005/1/1	2005/1/10	3.9	11.5
2005/1/11	2005/1/20	5.1	11.9
2005/1/21	2005/1/31	4.9	14.1
2005/2/1	2005/2/10	4	13.6
2005/2/11	2005/2/20	5.5	14
2005/2/21	2005/2/28	4.8	15.1
2005/3/1	2005/3/10	7.3	19.4
2005/3/11	2005/3/20	7	16.6
2005/3/21	2005/3/31	9.1	18.3
2005/4/1	2005/4/10	13.3	25
2005/4/11	2005/4/20	14.9	25.4
2005/4/21	2005/4/30	16.9	29.5
2005/5/1	2005/5/10	18.2	29.7
2005/5/11	2005/5/20	17.1	24.6
2005/5/21	2005/5/31	19.6	27.5
2005/6/1	2005/6/10	22	29.4
2005/6/11	2005/6/20	23.5	31.9
2005/6/21	2005/6/30	26.6	34.5
2005/7/1	2005/7/10	24.9	31.4
2005/7/11	2005/7/20	27.4	34.7
2005/7/21	2005/7/31	27.8	36
2005/8/1	2005/8/10	29.2	36.7
2005/8/11	2005/8/20	28.5	36.6
2005/8/21	2005/8/31	26.6	35
2005/9/1	2005/9/10	26.9	33.9
2005/9/11	2005/9/20	26.3	34.3
2005/9/21	2005/9/30	23.3	31.7
2005/10/1	2005/10/10	21.5	30.1
2005/10/11	2005/10/20	19.9	27
2005/10/21	2005/10/31	16	24.2
2005/11/1	2005/11/10	14.1	22.9
2005/11/11	2005/11/20	10.8	19.9
2005/11/21	2005/11/30	9.8	16.6
2005/12/1	2005/12/10	5.8	13.6
2005/12/11	2005/12/20	2.3	8.2
2005/12/21	2005/12/31	2.3	7.6
2006/1/1	2006/1/10	2.5	11
2006/1/11	2006/1/20	5.4	13.3
2006/1/21	2006/1/31	3.5	11.2
2006/2/1	2006/2/10	3	11.7
2006/2/11	2006/2/20	6.2	18.6
2006/2/21	2006/2/28	7.7	15.8
2006/3/1	2006/3/10	7.7	17.2
2006/3/11	2006/3/20	7.1	18.6
2006/3/21	2006/3/31	8.4	19.5
2006/4/1	2006/4/10	11.4	21.1
2006/4/11	2006/4/20	13.9	23.5
2006/4/21	2006/4/30	13.8	23.5
2006/5/1	2006/5/10	18.5	29.7
2006/5/11	2006/5/20	17.2	28.3
2006/5/21	2006/5/31	20.3	30
2006/6/1	2006/6/10	21.8	31
2006/6/11	2006/6/20	23.4	31.3
2006/6/21	2006/6/30	24.6	33.2
2006/7/1	2006/7/10	25.7	32.9
2006/7/11	2006/7/20	26.2	35.9
2006/7/21	2006/7/31	26.6	35.6
2006/8/1	2006/8/10	28.7	37.5
2006/8/11	2006/8/20	29.2	36.8
2006/8/21	2006/8/31	27.7	34.9
2006/9/1	2006/9/10	25.7	32.7
2006/9/11	2006/9/20	23.6	31.2
2006/9/21	2006/9/30	22.3	29.3
2006/10/1	2006/10/10	20.3	26.7
2006/10/11	2006/10/20	20	26.6
2006/10/21	2006/10/31	18.5	25.6
2006/11/1	2006/11/10	15.7	23.4
2006/11/11	2006/11/20	11.8	17.1
2006/11/21	2006/11/30	12.3	19.9
2006/12/1	2006/12/10	7.9	15.9
2006/12/11	2006/12/20	7.8	14.5
2006/12/21	2006/12/31	7.3	15.9
2007/1/1	2007/1/10	5.7	13.5
2007/1/11	2007/1/20	5.8	12.5
2007/1/21	2007/1/31	6.8	13.8
2007/2/1	2007/2/10	7.4	16.2
2007/2/11	2007/2/20	7.4	17
2007/2/21	2007/2/28	8.5	16.9
2007/3/1	2007/3/10	9.1	22.5
2007/3/11	2007/3/20	5.6	14.8
2007/3/21	2007/3/31	12	22
2007/4/1	2007/4/10	11.8	21.5
2007/4/11	2007/4/20	13.7	21.6
2007/4/21	2007/4/30	16.5	27.4
2007/5/1	2007/5/10	19	31.5
2007/5/11	2007/5/20	17.9	25.9
2007/5/21	2007/5/31	20	30.8
2007/6/1	2007/6/10	21.2	30.3
2007/6/11	2007/6/20	23.3	31.7
2007/6/21	2007/6/30	25	32.3
2007/7/1	2007/7/10	24.6	30.2
2007/7/11	2007/7/20	24.1	32.2
2007/7/21	2007/7/31	26.8	34.3
2007/8/1	2007/8/10	28.6	37.2
2007/8/11	2007/8/20	30.4	39.4
2007/8/21	2007/8/31	28.3	37.2
2007/9/1	2007/9/10	27.5	34.9
2007/9/11	2007/9/20	26.4	33.1
2007/9/21	2007/9/30	24.4	33.1
2007/10/1	2007/10/10	21.2	28.3
2007/10/11	2007/10/20	18.7	26.5
2007/10/21	2007/10/31	17.4	24.1
2007/11/1	2007/11/10	15.7	21.7
2007/11/11	2007/11/20	11.6	19.8
2007/11/21	2007/11/30	10.2	18.2
2007/12/1	2007/12/10	8.7	16.5
2007/12/11	2007/12/20	7.6	16.9
2007/12/21	2007/12/31	7.7	15.1
2008/1/1	2008/1/10	6	14.4
2008/1/11	2008/1/20	5.1	12.7
2008/1/21	2008/1/31	4.2	11.7
2008/2/1	2008/2/10	3.9	10
2008/2/11	2008/2/20	3.6	12.1
2008/2/21	2008/2/29	4.6	15.3
2008/3/1	2008/3/10	7.2	15.9
2008/3/11	2008/3/20	12	20.1
2008/3/21	2008/3/31	11.8	21.6
2008/4/1	2008/4/10	12.9	22.4
2008/4/11	2008/4/20	15.6	23.8
2008/4/21	2008/4/30	17.4	27.9
2008/5/1	2008/5/10	19.8	30.5
2008/5/11	2008/5/20	18.2	26.9
2008/5/21	2008/5/31	20.7	29.7
2008/6/1	2008/6/10	20.7	28.7
2008/6/11	2008/6/20	23.4	31
2008/6/21	2008/6/30	23.2	29.3
2008/7/1	2008/7/10	25.9	33.9
2008/7/11	2008/7/20	29.2	36.2
2008/7/21	2008/7/31	29.4	37.7
2008/8/1	2008/8/10	30	37.9
2008/8/11	2008/8/20	29.5	37.4
2008/8/21	2008/8/31	25	33.4
2008/9/1	2008/9/10	26.8	33.8
2008/9/11	2008/9/20	25.3	33.1
2008/9/21	2008/9/30	20.9	29.4
2008/10/1	2008/10/10	20.7	28.1
2008/10/11	2008/10/20	19.4	26.7
2008/10/21	2008/10/31	17.3	24.9
2008/11/1	2008/11/10	14.7	23
2008/11/11	2008/11/20	12.2	21.7
2008/11/21	2008/11/30	9.5	16.3
2008/12/1	2008/12/10	9	18.2
2008/12/11	2008/12/20	9	16
2008/12/21	2008/12/31	6.1	13.6
2009/1/1	2009/1/10	5.6	12.8
2009/1/11	2009/1/20	3.6	11.5
2009/1/21	2009/1/31	6.5	15.4
2009/2/1	2009/2/10	6.9	14.6
2009/2/11	2009/2/20	7.2	19.1
2009/2/21	2009/2/28	8	15.5
2009/3/1	2009/3/10	8.8	17.1
2009/3/11	2009/3/20	10.5	23
2009/3/21	2009/3/31	9.1	19.2
2009/4/1	2009/4/10	13.4	25.5
2009/4/11	2009/4/20	17.7	27.9
2009/4/21	2009/4/30	15.1	24
2009/5/1	2009/5/10	18.6	30.6
2009/5/11	2009/5/20	20	31.6
2009/5/21	2009/5/31	20.9	28.8
2009/6/1	2009/6/10	21.5	28.8
2009/6/11	2009/6/20	23.2	30.4
2009/6/21	2009/6/30	25.3	32.4
2009/7/1	2009/7/10	25.2	31.6
2009/7/11	2009/7/20	27.8	35
2009/7/21	2009/7/31	26.3	32.6
2009/8/1	2009/8/10	27.3	34.3
2009/8/11	2009/8/20	28.2	35.2
2009/8/21	2009/8/31	26.6	34
2009/9/1	2009/9/10	26.1	34.6
2009/9/11	2009/9/20	22.5	30.5
2009/9/21	2009/9/30	23.6	31.5
2009/10/1	2009/10/10	19.6	28.6
2009/10/11	2009/10/20	18	24.7
2009/10/21	2009/10/31	17.8	25.6
2009/11/1	2009/11/10	14.6	25.5
2009/11/11	2009/11/20	12.7	20.8
2009/11/21	2009/11/30	11.4	19.7
2009/12/1	2009/12/10	9.9	17.6
2009/12/11	2009/12/20	7.2	18.4
2009/12/21	2009/12/31	5.8	14
2010/1/1	2010/1/10	3.9	10.2
2010/1/11	2010/1/20	4.2	15.2
2010/1/21	2010/1/31	5.7	12
2010/2/1	2010/2/10	4.7	14.7
2010/2/11	2010/2/20	5.4	11.1
2010/2/21	2010/2/28	11.7	19.9
2010/3/1	2010/3/10	9.5	20.5
2010/3/11	2010/3/20	9.8	20.2
2010/3/21	2010/3/31	8.1	17.5
2010/4/1	2010/4/10	12.8	23.5
2010/4/11	2010/4/20	13.1	22.8
2010/4/21	2010/4/30	14	23.6
2010/5/1	2010/5/10	19.1	29.2
2010/5/11	2010/5/20	17.5	27.3
2010/5/21	2010/5/31	19.3	31.5
2010/6/1	2010/6/10	22.1	31.4
2010/6/11	2010/6/20	23.8	32.7
2010/6/21	2010/6/30	25.9	34.3
2010/7/1	2010/7/10	26.2	33.5
2010/7/11	2010/7/20	26.9	35.1
2010/7/21	2010/7/31	30.1	38
2010/8/1	2010/8/10	28.9	36
2010/8/11	2010/8/20	29.2	37.3
2010/8/21	2010/8/31	29.9	37
2010/9/1	2010/9/10	29.6	38
2010/9/11	2010/9/20	26.4	35.6
2010/9/21	2010/9/30	22.2	33.7
2010/10/1	2010/10/10	21.3	27.7
2010/10/11	2010/10/20	20.6	28.4
2010/10/21	2010/10/31	16.7	23.8
2010/11/1	2010/11/10	13.5	20.2
2010/11/11	2010/11/20	11.6	19.6
2010/11/21	2010/11/30	11.1	19.2
2010/12/1	2010/12/10	10.5	20
2010/12/11	2010/12/20	7.7	17.3
2010/12/21	2010/12/31	5.6	15.6
2011/1/1	2011/1/10	3.6	10.7
2011/1/11	2011/1/20	2.2	8
2011/1/21	2011/1/31	2.6	8.9
2011/2/1	2011/2/10	5.7	13.4
2011/2/11	2011/2/20	4.9	14
2011/2/21	2011/2/28	9.8	17.5
2011/3/1	2011/3/10	5.7	13.9
2011/3/11	2011/3/20	8.2	19.3
2011/3/21	2011/3/31	8.5	17.2
2011/4/1	2011/4/10	12.6	21.4
2011/4/11	2011/4/20	13.3	24.1
2011/4/21	2011/4/30	14	23.7
2011/5/1	2011/5/10	18.4	28.4
2011/5/11	2011/5/20	19.3	28.4
2011/5/21	2011/5/31	19.2	31
2011/6/1	2011/6/10	20.9	29.3
2011/6/11	2011/6/20	21.9	29
2011/6/21	2011/6/30	28.7	35.8
2011/7/1	2011/7/10	27.8	35.4
2011/7/11	2011/7/20	28.3	35.6
2011/7/21	2011/7/31	26.4	33.1
2011/8/1	2011/8/10	28.7	36
2011/8/11	2011/8/20	29.3	36.7
2011/8/21	2011/8/31	27.2	33.9
2011/9/1	2011/9/10	26.4	32.8
2011/9/11	2011/9/20	27.3	33.2
2011/9/21	2011/9/30	21.6	27.9
2011/10/1	2011/10/10	18.9	26.2
2011/10/11	2011/10/20	19.5	26.1
2011/10/21	2011/10/31	18.1	26.3
2011/11/1	2011/11/10	17.2	25
2011/11/11	2011/11/20	14.4	22.2
2011/11/21	2011/11/30	10	21
2011/12/1	2011/12/10	9.6	15.4
2011/12/11	2011/12/20	6.9	14.8
2011/12/21	2011/12/31	3.8	11
2012/1/1	2012/1/10	4.1	10.7
2012/1/11	2012/1/20	4.7	10
2012/1/21	2012/1/31	3.7	11.9
2012/2/1	2012/2/10	2.5	10.5
2012/2/11	2012/2/20	3.3	10.7
2012/2/21	2012/2/29	6.8	14.8
2012/3/1	2012/3/10	9.6	18.8
2012/3/11	2012/3/20	6.7	14.3
2012/3/21	2012/3/31	8.7	19.2
2012/4/1	2012/4/10	9.7	22.5
2012/4/11	2012/4/20	15.1	23.5
2012/4/21	2012/4/30	17.9	28.5
2012/5/1	2012/5/10	19	26.8
2012/5/11	2012/5/20	17.9	26.3
2012/5/21	2012/5/31	20.5	28.2
2012/6/1	2012/6/10	21.9	30.7
2012/6/11	2012/6/20	22.4	31.2
2012/6/21	2012/6/30	22.5	30.6
2012/7/1	2012/7/10	24.7	31.9
2012/7/11	2012/7/20	27.7	35.6
2012/7/21	2012/7/31	28.3	36.9
2012/8/1	2012/8/10	28.8	35.4
2012/8/11	2012/8/20	27.9	35.2
2012/8/21	2012/8/31	28.6	35.4
2012/9/1	2012/9/10	27.5	35.2
2012/9/11	2012/9/20	26.4	33.6
2012/9/21	2012/9/30	23.4	30.1
2012/10/1	2012/10/10	22.5	30.5
2012/10/11	2012/10/20	18.8	27.3
2012/10/21	2012/10/31	16.1	24.8
2012/11/1	2012/11/10	13.8	21.7
2012/11/11	2012/11/20	10.6	19.2
2012/11/21	2012/11/30	9.4	15.5
2012/12/1	2012/12/10	5.5	14
2012/12/11	2012/12/20	5.7	14.1
2012/12/21	2012/12/31	4.8	13.1
2013/1/1	2013/1/10	3.5	11.9
2013/1/11	2013/1/20	4	12.2
2013/1/21	2013/1/31	4.4	12.5
2013/2/1	2013/2/10	5.5	12.9
2013/2/11	2013/2/20	3.8	11.8
2013/2/21	2013/2/28	4.4	16.4
2013/3/1	2013/3/10	9.1	22.9
2013/3/11	2013/3/20	11.1	21.9
2013/3/21	2013/3/31	11.1	19.8
2013/4/1	2013/4/10	13.6	24.1
2013/4/11	2013/4/20	13.8	25.8
2013/4/21	2013/4/30	14.1	25.2
2013/5/1	2013/5/10	15.9	28.7
2013/5/11	2013/5/20	20	31.5
2013/5/21	2013/5/31	22.1	31
2013/6/1	2013/6/10	22.4	30.7
2013/6/11	2013/6/20	25.4	35.7
2013/6/21	2013/6/30	23	30
2013/7/1	2013/7/10	27.5	37.3
2013/7/11	2013/7/20	28.7	37.4
2013/7/21	2013/7/31	28	36.9
2013/8/1	2013/8/10	29.6	37.6
2013/8/11	2013/8/20	30.3	37.3
2013/8/21	2013/8/31	28	38.4
2013/9/1	2013/9/10	25.4	31.9
2013/9/11	2013/9/20	25.7	33.3
2013/9/21	2013/9/30	23.8	31.5
2013/10/1	2013/10/10	24.5	32.3
2013/10/11	2013/10/20	19.2	29.9
2013/10/21	2013/10/31	17.3	25.9
2013/11/1	2013/11/10	15.2	22.3
2013/11/11	2013/11/20	10	17.2
2013/11/21	2013/11/30	9.2	17
2013/12/1	2013/12/10	8.7	15.5
2013/12/11	2013/12/20	6.1	11.7
2013/12/21	2013/12/31	4.6	11.4
2014/1/1	2014/1/10	4.8	12.1
2014/1/11	2014/1/20	3.6	10.8
2014/1/21	2014/1/31	5.2	12.8
2014/2/1	2014/2/10	4.8	14.6
2014/2/11	2014/2/20	4.2	11.7
2014/2/21	2014/2/28	7.3	18.6
2014/3/1	2014/3/10	6.3	15.6
2014/3/11	2014/3/20	8.9	18.8
2014/3/21	2014/3/31	12.3	22.2
2014/4/1	2014/4/10	12.8	23.6
2014/4/11	2014/4/20	15	26.4
2014/4/21	2014/4/30	16	24.5
2014/5/1	2014/5/10	17.5	27
2014/5/11	2014/5/20	19.5	27.3
2014/5/21	2014/5/31	21.3	33.3
2014/6/1	2014/6/10	23.6	34.9
2014/6/11	2014/6/20	23.7	31.3
2014/6/21	2014/6/30	24.7	31.7
2014/7/1	2014/7/10	24.9	34
2014/7/11	2014/7/20	27.7	34.9
2014/7/21	2014/7/31	29.2	38.2
2014/8/1	2014/8/10	27.5	36.9
2014/8/11	2014/8/20	27.9	36.1
2014/8/21	2014/8/31	25.9	35
2014/9/1	2014/9/10	24.8	33.1
2014/9/11	2014/9/20	22.7	30.4
2014/9/21	2014/9/30	22.8	30.4
2014/10/1	2014/10/10	21.7	30
2014/10/11	2014/10/20	18.2	26.9
2014/10/21	2014/10/31	16.9	24.4
2014/11/1	2014/11/10	15.8	24
2014/11/11	2014/11/20	11.1	18.9
2014/11/21	2014/11/30	12.8	20.5
2014/12/1	2014/12/10	6.6	14.7
2014/12/11	2014/12/20	4.1	10.5
2014/12/21	2014/12/31	5.4	12.3
2015/1/1	2015/1/10	4	11.9
2015/1/11	2015/1/20	5	11.3
2015/1/21	2015/1/31	5.7	13.6
2015/2/1	2015/2/10	3.9	10.5
2015/2/11	2015/2/20	5.3	12.6
2015/2/21	2015/2/28	8.4	15.5
2015/3/1	2015/3/10	7.8	17.9
2015/3/11	2015/3/20	10.1	21.9
2015/3/21	2015/3/31	11.1	23.1
2015/4/1	2015/4/10	12.7	25
2015/4/11	2015/4/20	14.2	22
2015/4/21	2015/4/30	18.8	28.3
2015/5/1	2015/5/10	20.1	29.3
2015/5/11	2015/5/20	20.6	30.1
2015/5/21	2015/5/31	23	33.1
2015/6/1	2015/6/10	21.1	29.6
2015/6/11	2015/6/20	23	31.8
2015/6/21	2015/6/30	22.8	30.4
2015/7/1	2015/7/10	22.7	30.1
2015/7/11	2015/7/20	27.5	34.9
2015/7/21	2015/7/31	29.1	36.7
2015/8/1	2015/8/10	30.5	38.4
2015/8/11	2015/8/20	28.1	36.4
2015/8/21	2015/8/31	26	33.7
2015/9/1	2015/9/10	24.1	30.8
2015/9/11	2015/9/20	22.7	29.6
2015/9/21	2015/9/30	22.5	29.9
2015/10/1	2015/10/10	19.3	27.1
2015/10/11	2015/10/20	18.7	27.3
2015/10/21	2015/10/31	17.2	25.6
2015/11/1	2015/11/10	15.7	24.1
2015/11/11	2015/11/20	15.6	23.2
2015/11/21	2015/11/30	11.5	21.2
2015/12/1	2015/12/10	9.9	17.8
2015/12/11	2015/12/20	10.7	22.6
2015/12/21	2015/12/31	7.6	17.6
2016/1/1	2016/1/10	7.7	15.7
2016/1/11	2016/1/20	5.3	11.8
2016/1/21	2016/1/31	4.4	13.2
2016/2/1	2016/2/10	5.1	12
2016/2/11	2016/2/20	7.5	23.5
2016/2/21	2016/2/29	6.9	16
2016/3/1	2016/3/10	10.4	22.2
2016/3/11	2016/3/20	9.8	22.7
2016/3/21	2016/3/31	11.2	22
2016/4/1	2016/4/10	15.3	24.2
2016/4/11	2016/4/20	15.3	27.2
2016/4/21	2016/4/30	17.1	25.5
2016/5/1	2016/5/10	18.8	28.4
2016/5/11	2016/5/20	20	28.1
2016/5/21	2016/5/31	22.6	32.8
2016/6/1	2016/6/10	21.5	31.4
2016/6/11	2016/6/20	23.7	32.9
2016/6/21	2016/6/30	23.5	31
2016/7/1	2016/7/10	27.2	34.6
2016/7/11	2016/7/20	27.6	35
2016/7/21	2016/7/31	26.3	35.3
2016/8/1	2016/8/10	29	37.8
2016/8/11	2016/8/20	29	36.6
2016/8/21	2016/8/31	27.7	37.6
2016/9/1	2016/9/10	27.1	34.1
2016/9/11	2016/9/20	25.1	31.7
2016/9/21	2016/9/30	23.6	31
2016/10/1	2016/10/10	22.7	29.3
2016/10/11	2016/10/20	19.6	28.8
2016/10/21	2016/10/31	17	26.2
2016/11/1	2016/11/10	12.9	20.3
2016/11/11	2016/11/20	13.8	21.4
2016/11/21	2016/11/30	11	21.8
2016/12/1	2016/12/10	9.9	17.9
2016/12/11	2016/12/20	6.8	15.6
2016/12/21	2016/12/31	7.7	18
2017/1/1	2017/1/10	6.7	14
2017/1/11	2017/1/20	3.3	10.6
2017/1/21	2017/1/31	4.3	13.3
2017/2/1	2017/2/10	4.5	14.2
2017/2/11	2017/2/20	4.9	13.8
2017/2/21	2017/2/28	6.4	15.3
2017/3/1	2017/3/10	7	16.7
2017/3/11	2017/3/20	9	18.5
2017/3/21	2017/3/31	9.2	20.2
2017/4/1	2017/4/10	13.5	20.9
2017/4/11	2017/4/20	15.1	25.9
2017/4/21	2017/4/30	15.7	25.7
2017/5/1	2017/5/10	19	28.6
2017/5/11	2017/5/20	20.3	31.1
2017/5/21	2017/5/31	21.9	32.7
2017/6/1	2017/6/10	21	29.9
2017/6/11	2017/6/20	22.6	34
2017/6/21	2017/6/30	23.7	31.3
2017/7/1	2017/7/10	27.6	34.7
2017/7/11	2017/7/20	28.5	34.7
2017/7/21	2017/7/31	28.2	35.1
2017/8/1	2017/8/10	28.8	35.2
2017/8/11	2017/8/20	27.2	33.9
2017/8/21	2017/8/31	28.3	35.5
